[[0.7096317280453257, 0.6973559962228517, 0.04087818696883853, 0.2692162417374882, 0.15165250236071767, 0.09126534466477809, 0.2567988668555241], [1, 0, 0]]
[[0.6827195467422097, 0.6775259678942398, 0.041633616619452314, 0.2543909348441926, 0.15944287063267232, 0.1322946175637394, 0.2381491973559962], [1, 0, 0]]
[[0.704438149197356, 0.6813031161473088, 0.04252124645892351, 0.2542020774315392, 0.16109537299339, 0.053918791312559014, 0.24022662889518415], [1, 0, 0]]
[[0.7261567516525024, 0.6973559962228517, 0.04181775259678942, 0.2673276676109537, 0.16142587346553353, 0.09438149197355997, 0.24655335221907462], [1, 0, 0]]
[[0.5717658168083097, 0.6359773371104817, 0.03962228517469311, 0.2435788479697828, 0.14315391879131256, 0.07091595845136922, 0.21336166194523135], [1, 0, 0]]
[[0.5391879131255902, 0.607176581680831, 0.04099622285174693, 0.2364494806421152, 0.13456090651558075, 0.1274787535410765, 0.2175165250236072], [1, 0, 0]]
[[0.5302171860245515, 0.5963172804532578, 0.04173748819641171, 0.23144475920679888, 0.13593012275731822, 0.10712936732766762, 0.2220491029272899], [1, 0, 0]]
[[0.5835694050991501, 0.6227573182247403, 0.04212936732766761, 0.23966005665722379, 0.14362606232294617, 0.15203021718602455, 0.2174220963172805], [1, 0, 0]]
[[0.6241737488196412, 0.6534466477809254, 0.04098205854579792, 0.2547214353163362, 0.1449480642115203, 0.19627006610009443, 0.24022662889518415], [1, 0, 0]]
[[0.603399433427762, 0.6406987724268177, 0.041152030217186025, 0.24844192634560905, 0.14287063267233238, 0.055524079320113315, 0.22577903682719547], [1, 0, 0]]
[[0.6081208687440982, 0.6373937677053825, 0.04192162417374882, 0.24263456090651558, 0.14726156751652503, 0.11104815864022663, 0.2175165250236072], [1, 0, 0]]
[[0.6770538243626062, 0.678470254957507, 0.04119924457034939, 0.26581680830972615, 0.1506137865911237, 0.06199244570349386, 0.24315391879131257], [1, 0, 0]]
[[0.6614730878186968, 0.6746931067044382, 0.04072237960339944, 0.2648253068932956, 0.14910292728989613, 0.1046742209631728, 0.24230406043437203], [1, 0, 0]]
[[0.678470254957507, 0.6794145420207743, 0.04119924457034939, 0.2629367327667611, 0.14886685552407933, 0.06912181303116147, 0.2502360717658168], [1, 0, 0]]
[[0.601038715769594, 0.6491973559962229, 0.03993389990557129, 0.25552407932011334, 0.13607176581680833, 0.16680830972615676, 0.23923512747875356], [1, 0, 0]]
[[0.8852691218130312, 0.7639282341831917, 0.04248819641170916, 0.2885269121813031, 0.1826723323890463, 0.19773371104815862, 0.28290840415486307], [0, 1, 0]]
[[0.8805476864966949, 0.7747875354107648, 0.041067044381491974, 0.29674220963172804, 0.1696883852691218, 0.20731822474032105, 0.2881019830028329], [0, 1, 0]]
[[0.8489140698772427, 0.7483474976392823, 0.04245986779981114, 0.28229461756373936, 0.17407932011331445, 0.10656279508970727, 0.27946175637393766], [0, 1, 0]]
[[0.9518413597733711, 0.8040604343720492, 0.041241737488196414, 0.3075070821529745, 0.17813975448536357, 0.09017941454202077, 0.29202077431539186], [0, 1, 0]]
[[0.8286118980169972, 0.7393767705382437, 0.04245042492917847, 0.2734183191690274, 0.17422096317280453, 0.25335221907459865, 0.2672804532577904], [0, 1, 0]]
[[0.8640226628895185, 0.7502360717658169, 0.043002832861189805, 0.28229461756373936, 0.17728989612842302, 0.13394711992445704, 0.2814919735599622], [0, 1, 0]]
[[0.8942398489140699, 0.7705382436260624, 0.042219074598678, 0.2900849858356941, 0.18059490084985838, 0.13729933899905572, 0.28087818696883854], [0, 1, 0]]
[[0.7261567516525024, 0.7034938621340888, 0.04110481586402267, 0.27780925401322004, 0.1542965061378659, 0.21067044381491973, 0.2736071765816808], [0, 1, 0]]
[[0.7629839471199245, 0.7237960339943343, 0.04081208687440982, 0.2759678942398489, 0.16029272898961283, 0.20141643059490086, 0.2736071765816808], [0, 1, 0]]
[[0.7346553352219075, 0.7030217186024552, 0.041657223796033996, 0.27271010387157696, 0.16090651558073654, 0.2347497639282342, 0.27606232294617566], [0, 1, 0]]
[[0.7261567516525024, 0.6921624173748819, 0.04244570349386213, 0.25859301227573184, 0.16359773371104816, 0.16997167138810199, 0.2567988668555241], [0, 1, 0]]
[[0.8196411709159585, 0.7440982058545798, 0.04147780925401322, 0.2901322001888574, 0.16874409820585456, 0.1664778092540132, 0.2819169027384325], [0, 1, 0]]
[[0.7351274787535411, 0.7152974504249292, 0.04025967894239849, 0.279508970727101, 0.15254957507082154, 0.1246458923512748, 0.2775731822474032], [0, 1, 0]]
[[0.7365439093484419, 0.7134088762983947, 0.04050991501416431, 0.2753541076487252, 0.15514636449480643, 0.12865911237016053, 0.2715769593956563], [0, 1, 0]]
[[0.7662889518413598, 0.71671388101983, 0.04178470254957507, 0.2772426817752597, 0.1639282341831917, 0.1779508970727101, 0.27960339943342777], [0, 1, 0]]
[[0.6043437204910294, 0.6359773371104817, 0.041831916902738436, 0.24362606232294617, 0.14759206798866856, 0.23007554296506139, 0.2320113314447592], [0, 0, 1]]
[[0.6038715769593956, 0.6388101983002833, 0.04148253068932956, 0.24664778092540132, 0.1441926345609065, 0.258876298394712, 0.23408876298394712], [0, 0, 1]]
[[0.6312559017941454, 0.6506137865911237, 0.041779981114258735, 0.25118035882908407, 0.14768649669499528, 0.22049102927289896, 0.24036827195467422], [0, 0, 1]]
[[0.5958451369216241, 0.6454202077431539, 0.040042492917847027, 0.2554296506137866, 0.1374409820585458, 0.15609065155807367, 0.24697828139754485], [0, 0, 1]]
[[0.6024551463644948, 0.6317280453257791, 0.042322946175637394, 0.23951841359773374, 0.14896128423040603, 0.13352219074598679, 0.22804532577903683], [0, 0, 1]]
[[0.5845136921624174, 0.6345609065155807, 0.040646836638338055, 0.24641170915958452, 0.141123701605288, 0.25835694050991503, 0.2381964117091596], [0, 0, 1]]
[[0.5982058545797923, 0.6288951841359773, 0.04238432483474977, 0.23531633616619452, 0.14801699716713881, 0.10859301227573182, 0.2240321057601511], [0, 0, 1]]
